game_id,team_name,team_id,type,record,abb,firstdowns_no,firstdowns_rush,firstdowns_pass,firstdowns_penalty,penalties_no,penalties_yds,conversions_thirdconv,conversions_thirdatt,conversions_fourthconv,conversions_fourthatt,fumbles_no,fumbles_lost,misc_yds,misc_top,misc_ona,misc_onm,misc_ptsto,redzone_att,redzone_scores,redzone_points,redzone_tdrush,redzone_tdpass,redzone_fgmade,redzone_endfga,redzone_enddowns,redzone_endint,redzone_endfumb,redzone_endhalf,redzone_endgame,rush_att,rush_yds,rush_gain,rush_loss,rush_td,rush_long,pass_comp,pass_att,pass_int,pass_yds,pass_td,pass_long,pass_sacks,pass_sackyds,rcv_no,rcv_yds,rcv_td,rcv_long,punt_no,punt_yds,punt_long,punt_blkd,punt_tb,punt_fc,punt_plus50,punt_inside20,punt_avg,ko_no,ko_yds,ko_ob,ko_tb,ko_fcyds,pat_kickatt,pat_kickmade,pat_passatt,pat_passmade,pat_rcvatt,pat_rcvmade,defense_tackua,defense_tacka,defense_tot_tack,defense_tflua,defense_tfla,defense_tflyds,defense_sacks,defense_sackyds,defense_brup,defense_blkd,defense_int,defense_intyds,kr_no,kr_yds,kr_td,kr_long,ir_no,ir_yds,ir_td,ir_long,scoring_td,scoring_patkick,scoring_patrcv,fg_made,fg_att,fg_long,fg_blkd,defense_saf,pr_no,pr_yds,pr_td,pr_long,scoring_saf,defense_ff,defense_fr,defense_fryds,fr_no,fr_yds,fr_td,fr_long,pat_retkatt,pat_retkmade,scoring_fg,pat_retfatt,pat_retfmade,scoring_patretfumb,pat_rushatt,pat_rushmade,scoring_patrush,defense_qbh,scoring_patretkick,rank
2021_01_SS_BD,Stuttgart Surge,SS,away,1-0-0,S,15,5,8,2,10,104,1,8,0,1,0,0,6,25:11,0,0,0,2,2,15,1,1,0,0,0,0,0,0,0,23,108,127,19,1,27,13,24,1,162,2,40,0,0,13,162,2,40,5,124,39,1,0,1,0,3,24.8,5,283,0,0,0,2,1,1,1,1,1,30,22,52,3,8,36,4,32,3,1,1,18,1,43,0,43,1,18,0,18,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_01_SS_BD,Barcelona Dragons,BD,home,0-1-0,B,17,4,11,2,13,149,4,11,0,1,0,0,0,34:49,0,0,0,3,1,7,0,1,0,1,0,1,0,0,0,22,96,103,7,0,16,20,30,1,285,2,57,4,32,20,317,2,57,3,111,43,0,0,0,0,0,37.0,3,171,2,0,0,1,1,1,1,1,1,20,12,32,3,4,7,0,0,3,1,1,0,5,133,0,60,1,0,0,0,2,1,1,0,3,0,1,1,1,11,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_01_CC_PW,Cologne Centurions,CC,away,0-1-0,C,19,6,12,1,7,52,3,12,2,4,1,1,-51,00:00,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,30,274,280,6,3,72,18,35,3,210,2,28,1,10,18,220,2,28,3,108,43,0,0,0,0,0,36.0,7,344,0,0,0,6,3,NA,NA,NA,NA,52,2,54,6,0,39,2,25,3,NA,NA,NA,10,267,0,54,NA,NA,NA,NA,6,3,NA,0,1,0,0,NA,1,0,0,0,NA,2,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_01_CC_PW,Panthers Wroclaw,PW,home,1-0-0,P,28,11,17,0,8,70,5,12,0,1,3,2,5,00:00,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,32,180,189,9,1,34,24,43,0,344,5,45,2,25,24,369,5,45,3,93,37,0,0,1,0,2,31.0,10,561,0,0,0,7,7,NA,NA,NA,NA,39,30,69,2,6,18,1,10,3,1,3,87,7,168,0,47,3,87,1,45,7,7,NA,2,3,34,0,NA,2,19,0,14,NA,1,1,0,NA,NA,NA,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_01_FG_HD,Frankfurt Galaxy,FG,away,0-1-0,F,22,5,12,5,5,40,5,11,0,0,5,2,-4,35:30,0,0,3,4,3,15,1,1,1,1,0,0,0,0,0,23,83,87,4,1,8,29,36,1,177,1,17,4,28,29,205,1,17,4,130,37,0,0,0,0,0,32.5,4,259,0,2,0,1,0,1,0,NA,NA,26,24,50,5,0,13,2,8,3,NA,1,0,2,27,0,18,1,0,0,0,2,NA,NA,1,2,42,0,NA,2,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_01_FG_HD,Hamburg Sea Devils,HD,home,1-0-0,H,9,6,3,0,11,117,4,11,0,0,1,0,0,24:30,0,0,7,1,1,3,0,0,1,0,0,0,0,0,0,27,105,114,9,0,17,8,16,1,80,1,29,2,8,8,88,1,29,6,268,69,0,1,1,2,3,44.7,4,250,0,2,0,2,2,NA,NA,NA,NA,36,34,70,5,4,33,4,28,2,NA,1,0,2,56,0,30,1,0,0,0,2,2,NA,1,1,33,0,NA,2,17,0,17,NA,1,2,43,1,43,1,43,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_01_LK_BT,Leipzig Kings,LK,away,NA,L,17,4,10,3,12,160,4,11,1,2,1,0,0,37:30,0,0,0,4,4,26,0,4,0,0,0,0,0,0,0,22,51,76,25,0,21,22,39,2,206,4,40,1,9,22,215,4,40,4,120,47,0,0,0,0,2,30.0,6,312,0,0,0,3,3,2,0,NA,NA,37,18,55,9,8,54,8,46,3,1,1,90,3,146,1,93,1,90,0,90,5,3,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
2021_01_LK_BT,Berlin Thunder,BT,home,NA,B,16,4,9,3,13,219,4,15,2,3,1,1,4,22:30,0,0,9,4,4,21,0,3,1,0,0,0,0,0,0,20,92,97,5,0,17,18,33,1,213,4,83,8,46,18,259,4,83,4,134,41,0,0,0,0,0,33.5,7,422,0,3,0,1,0,3,0,NA,NA,29,26,55,3,6,34,1,9,3,NA,2,33,6,205,0,89,2,33,0,33,4,NA,NA,1,1,33,0,NA,2,-9,0,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_02_LK_PW,Leipzig Kings,LK,away,1-1-0,L,23,7,15,1,11,175,5,11,0,1,0,0,0,00:00,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24,104,114,10,0,24,24,39,2,359,3,87,1,3,24,359,3,87,2,67,35,0,0,0,0,2,33.5,5,180,1,0,0,1,0,1,1,1,1,25,38,63,3,2,10,2,7,6,NA,NA,NA,8,215,1,92,NA,NA,NA,NA,4,NA,1,0,1,0,1,NA,1,0,0,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2021_02_LK_PW,Panthers Wroclaw,PW,home,2-0-0,P,26,5,17,4,9,74,7,10,1,1,1,1,28,00:00,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,22,116,125,9,3,28,27,38,0,302,4,64,2,7,27,302,4,64,2,76,46,0,0,0,0,0,38.0,9,447,0,1,0,8,6,NA,NA,NA,NA,31,46,77,3,4,14,1,3,4,1,2,62,4,63,0,63,2,62,0,49,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_02_BD_CC,Barcelona Dragons,BD,away,0-1-0,B,23,3,16,4,6,58,6,15,1,3,0,0,0,31:57,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,26,58,96,38,0,34,26,48,2,262,2,25,3,29,26,291,2,25,6,198,39,0,0,0,0,1,33.0,3,165,0,0,0,1,0,NA,NA,NA,NA,28,10,38,1,0,3,0,0,NA,NA,NA,NA,3,82,0,49,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,3,29,0,17,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
2021_02_BD_CC,Cologne Centurions,CC,home,0-1-0,C,22,16,4,2,12,86,3,6,0,0,1,1,0,28:03,0,0,0,2,2,13,2,0,0,0,0,0,0,0,0,36,400,406,6,5,75,6,13,0,127,1,35,0,0,6,127,1,35,5,230,70,0,0,0,2,1,46.0,7,302,0,1,9,6,4,NA,NA,NA,NA,43,14,57,9,4,65,3,29,2,1,2,3,3,65,0,30,2,3,0,3,6,4,NA,NA,NA,NA,NA,NA,4,34,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
2021_02_FG_SS,Frankfurt Galaxy,FG,away,1-1,F,27,12,12,3,13,154,7,12,0,0,0,0,0,36:36,0,0,3,7,7,42,4,2,1,0,0,0,0,0,0,35,245,256,11,4,60,23,29,0,242,2,39,2,15,23,257,2,39,3,118,44,0,0,0,0,1,39.3,8,448,0,4,0,6,3,NA,NA,NA,NA,26,18,44,1,4,4,1,1,NA,NA,NA,NA,2,61,0,36,NA,NA,NA,NA,6,3,NA,1,2,32,0,NA,2,23,0,13,NA,1,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_02_FG_SS,Stuttgart Surge,SS,home,1-1,S,21,5,11,5,8,63,3,11,0,2,1,1,-5,23:24,0,0,0,2,2,13,1,1,0,0,0,0,0,0,0,22,125,128,3,2,29,16,33,0,203,1,34,1,1,16,204,1,34,5,170,45,0,0,0,0,1,34.0,4,259,0,2,0,3,2,NA,NA,NA,NA,31,36,67,4,2,24,2,15,1,NA,NA,NA,4,87,0,31,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_03_CC_LK,Currently broken,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_03_HD_BD,Hamburg Sea Devils,HD,away,3-0-0,H,23,12,9,2,18,145,4,13,1,2,1,1,0,36:49,0,0,12,6,6,25,0,2,4,0,0,0,0,0,0,47,246,272,26,0,32,13,22,1,146,2,31,1,9,13,155,2,31,2,96,55,0,0,0,1,1,48.0,8,501,0,5,0,3,2,NA,NA,NA,NA,33,30,63,9,4,87,8,76,4,NA,1,8,2,29,0,17,1,8,0,8,3,2,NA,4,4,34,0,NA,1,49,1,49,NA,2,2,0,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_03_HD_BD,Barcelona Dragons,BD,home,0-3-0,B,20,3,13,4,8,65,6,14,0,1,3,2,-11,23:11,1,0,6,2,1,8,0,1,0,0,1,0,0,0,0,18,42,53,11,0,11,21,40,1,214,1,34,8,76,21,290,1,34,5,168,44,0,0,0,0,0,33.6,2,114,0,0,0,NA,NA,1,0,NA,NA,44,38,82,5,2,35,1,9,3,NA,1,0,3,71,0,36,1,0,0,0,2,NA,NA,0,1,0,0,NA,1,10,0,10,NA,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
2021_03_PW_FG,Panthers Wroclaw,PW,away,2-1-0,P,17,5,10,2,9,108,5,14,1,2,2,1,-8,29:08,0,0,0,1,1,6,0,1,0,0,0,0,0,0,0,26,76,97,21,0,20,19,37,4,218,2,49,2,12,19,230,2,49,6,191,43,0,0,0,0,1,31.8,3,151,0,1,0,2,1,NA,NA,NA,NA,32,26,58,7,2,48,4,36,1,NA,1,0,4,102,0,39,1,0,0,0,2,1,NA,NA,NA,NA,NA,NA,2,5,0,5,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_03_PW_FG,Frankfurt Galaxy,FG,home,2-1-0,F,14,2,8,4,3,33,1,14,2,2,1,1,0,30:52,0,0,13,3,3,16,1,1,1,0,0,0,0,0,0,29,79,86,7,1,8,16,26,1,91,1,20,4,36,16,127,1,20,9,360,63,0,3,0,1,1,40.0,4,231,0,0,0,2,1,NA,NA,NA,NA,30,34,64,1,4,19,2,12,2,1,4,140,2,32,0,19,4,140,1,69,3,1,NA,1,1,23,0,NA,2,10,0,10,NA,1,1,0,NA,NA,NA,NA,1,0,1,NA,NA,NA,1,0,NA,NA,NA,NA
2021_03_SS_BT,Stuttgart Surge,SS,away,1-2-0,S,18,2,10,6,7,60,3,12,0,2,1,0,13,31:28,0,0,6,3,2,11,0,1,1,0,0,1,0,0,0,27,39,62,23,0,15,14,32,1,241,2,35,1,6,14,247,2,35,6,174,39,0,0,1,0,3,29.0,4,244,0,1,0,1,0,1,1,1,1,32,20,52,6,2,35,3,14,1,1,1,0,2,34,0,17,1,0,0,0,2,NA,1,1,1,29,0,NA,1,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA
2021_03_SS_BT,Berlin Thunder,BT,home,1-1-0,B,22,9,11,2,13,196,5,10,1,1,1,0,0,28:32,0,0,8,3,2,12,0,2,0,0,0,0,0,1,0,28,267,280,13,2,81,16,29,1,251,4,66,3,14,16,265,4,66,3,106,42,0,0,0,0,0,35.3,7,429,2,3,0,3,0,3,2,2,2,29,30,59,7,2,29,1,6,3,1,1,0,3,87,0,39,1,0,0,0,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_04_FG_CC,Frankfurt Galaxy,FG,away,2-1-0,F,22,6,13,3,5,36,6,13,0,1,0,0,0,34:51,0,0,7,1,1,8,0,1,0,0,0,0,0,0,0,31,139,146,7,0,15,21,34,1,301,5,40,1,10,21,311,5,40,3,131,61,0,1,0,1,0,43.7,8,429,1,3,0,4,3,1,1,1,1,24,26,50,3,4,17,0,0,2,1,2,1,3,63,0,26,2,1,0,1,5,3,1,2,2,43,0,NA,1,26,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_04_FG_CC,Cologne Centurions,CC,home,2-1-0,C,13,5,6,2,6,79,2,14,2,3,0,0,0,25:09,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,28,87,98,11,0,13,12,28,2,128,2,34,0,0,12,128,2,34,7,222,36,1,0,1,0,1,31.7,3,204,0,0,0,3,2,NA,NA,NA,NA,33,20,53,3,4,17,1,10,3,NA,1,0,4,169,1,98,1,0,0,0,3,2,NA,NA,NA,NA,NA,NA,1,20,0,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_04_LK_SS,Leipzig Kings,LK,away,1-3,L,19,3,16,0,11,117,4,12,3,5,2,0,-2,27:36,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,16,39,50,11,0,12,27,44,1,326,2,45,1,8,27,334,2,45,3,86,40,0,0,2,0,1,28.7,5,226,1,1,0,3,0,1,0,NA,NA,33,22,55,9,4,54,7,45,NA,1,1,44,2,118,1,100,1,44,1,44,4,NA,NA,NA,NA,NA,NA,NA,2,29,0,17,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_04_LK_SS,Stuttgart Surge,SS,home,2-2,S,24,13,5,6,7,40,4,9,0,1,1,0,0,32:24,0,0,6,6,4,27,3,1,0,1,1,0,0,0,0,34,204,214,10,3,18,11,17,1,102,1,35,7,45,11,147,1,35,3,134,63,0,0,0,1,2,44.7,5,319,1,2,0,2,1,1,0,NA,NA,24,28,52,3,6,19,1,8,3,2,1,0,3,40,0,25,1,0,0,0,4,1,NA,0,1,0,0,NA,1,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,1,1,NA,NA,NA
2021_04_BT_HD,Berlin Thunder,BT,away,1-1-0,B,10,3,2,5,12,79,2,14,0,2,2,1,0,29:01,0,0,6,1,1,6,0,1,0,0,0,0,0,0,0,28,45,85,40,0,11,10,28,0,57,1,17,3,10,10,67,1,17,8,247,40,0,0,0,0,1,30.9,2,65,0,2,0,NA,NA,NA,NA,NA,NA,32,22,54,7,6,65,3,55,3,NA,NA,NA,7,115,0,22,NA,NA,NA,NA,1,NA,NA,0,1,0,1,NA,2,4,0,9,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_04_BT_HD,Hamburg Sea Devils,HD,home,2-0-0,H,22,5,15,2,11,119,3,11,2,2,1,1,11,30:59,0,0,3,8,7,37,2,2,3,0,0,0,0,1,0,22,50,61,11,2,13,26,35,0,227,3,45,3,55,26,282,3,45,3,145,66,0,0,0,1,1,48.3,9,566,0,2,0,6,5,NA,NA,NA,NA,33,22,55,8,6,50,3,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,3,3,46,0,NA,4,63,0,26,NA,1,1,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_05_PW_BT,Panthers Wroclaw,PW,away,3-1-0,P,24,11,11,2,11,113,9,15,0,2,0,0,0,31:34,1,0,0,3,3,21,2,1,0,0,0,0,0,0,0,32,155,162,7,3,51,27,38,0,266,3,41,1,20,27,286,3,41,4,131,40,0,1,0,0,1,32.8,7,376,1,1,0,4,1,1,0,NA,NA,34,20,54,6,6,27,0,0,1,NA,1,48,3,113,1,95,1,48,0,48,7,1,NA,NA,NA,NA,NA,NA,3,25,0,13,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA
2021_05_PW_BT,Berlin Thunder,BT,home,1-3-0,B,18,8,5,5,6,34,3,10,0,1,1,1,-6,28:26,0,0,0,4,3,18,3,0,0,0,1,0,0,0,0,32,110,136,26,3,31,11,27,1,189,1,83,0,0,11,189,1,83,6,176,41,0,0,0,0,0,29.3,5,253,0,2,0,1,0,2,1,1,1,36,42,78,1,6,27,1,20,1,3,NA,NA,5,107,0,40,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA
2021_05_HD_LK,Hamburg Sea Devils,HD,away,3-0,H,19,11,5,3,12,137,5,11,1,1,0,0,0,27:38,0,0,20,3,3,21,2,1,0,0,0,0,0,0,0,29,217,222,5,2,38,9,18,0,65,2,26,4,37,9,102,2,26,3,123,58,0,0,0,1,2,41.0,10,650,0,7,0,7,7,NA,NA,NA,NA,28,28,56,7,10,76,8,58,3,NA,2,10,1,13,0,13,2,10,0,10,7,7,NA,2,2,50,0,NA,3,173,2,69,NA,2,3,21,1,21,1,21,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_05_HD_LK,Leipzig Kings,LK,home,1-3,L,13,1,7,5,13,97,1,13,0,2,4,3,0,32:22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,18,27,51,24,0,14,18,32,2,75,0,15,8,58,18,133,0,15,6,246,55,0,0,0,1,0,41.0,1,33,0,0,0,NA,NA,NA,NA,NA,NA,28,20,48,5,2,40,4,37,2,NA,NA,NA,3,86,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_05_BD_FG,Barcelona Dragons,BD,away,0-4-0,B,16,2,8,6,13,155,3,14,1,1,0,0,0,30:41,0,0,0,4,4,19,0,2,2,0,0,0,0,0,0,20,45,55,10,0,14,18,31,1,183,2,74,8,57,18,240,2,74,7,239,46,0,0,1,0,0,34.1,6,384,0,4,0,2,1,NA,NA,NA,NA,27,24,51,2,0,8,1,7,4,NA,3,-4,2,56,0,35,3,-4,0,0,2,1,NA,3,3,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_05_BD_FG,Frankfurt Galaxy,FG,home,4-1-0,F,24,7,13,4,11,176,6,9,0,0,0,0,0,29:19,0,0,8,4,4,29,2,2,0,0,0,0,0,0,0,26,129,130,1,2,17,17,37,3,261,4,62,1,7,17,268,4,62,3,132,67,0,1,1,1,1,44.0,6,382,0,4,0,5,4,1,1,1,1,26,20,46,9,2,62,8,57,NA,NA,1,41,2,67,0,39,1,41,0,41,6,4,1,NA,NA,NA,NA,NA,1,35,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_06_HD_PW,Hamburg Sea Devils,HD,away,5-0-0,V,18,9,9,0,6,94,5,16,1,1,0,0,0,35:22,0,0,0,4,3,20,2,1,0,1,0,0,0,0,0,35,160,160,0,2,19,15,33,2,158,1,30,1,7,15,165,1,30,5,217,52,0,1,0,1,1,43.4,6,387,0,3,0,3,2,NA,NA,NA,NA,35,30,65,4,2,16,2,8,6,2,1,5,3,116,0,56,1,5,0,5,3,2,NA,2,3,51,0,NA,5,77,0,58,NA,1,1,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_06_HD_PW,Panthers Wroclaw,PW,home,3-2-0,P,19,3,15,1,6,32,3,15,2,2,1,1,0,24:38,0,0,7,3,2,13,1,1,0,0,0,0,1,0,0,15,64,72,8,1,31,31,51,1,348,1,58,2,8,31,356,1,58,8,240,42,1,0,0,0,1,30.0,4,230,0,1,0,3,2,NA,NA,NA,NA,35,44,79,1,0,7,1,7,8,NA,2,35,3,81,0,43,2,35,1,35,3,2,NA,1,1,41,0,NA,1,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_06_BT_BD,Berlin Thunder,BT,away,NA,B,19,11,7,1,7,59,3,12,1,2,0,0,0,31:19,0,0,0,3,2,9,0,1,1,0,1,0,0,0,0,39,234,273,39,0,55,13,23,2,139,2,27,3,19,13,139,2,27,5,142,32,0,0,1,0,0,28.4,4,164,0,2,0,2,1,NA,NA,NA,NA,29,22,51,3,0,10,1,8,5,1,NA,NA,3,62,0,26,NA,NA,NA,NA,2,1,NA,1,1,24,0,NA,2,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_06_BT_BD,Barcelona Dragons,BD,home,NA,H,16,4,11,1,6,53,8,12,0,0,0,0,0,24:31,0,0,7,4,3,20,0,3,0,0,0,0,0,1,0,19,68,77,9,0,25,23,35,0,254,5,52,1,8,23,254,5,52,4,175,61,0,0,0,1,2,43.8,7,350,0,4,0,6,5,NA,NA,NA,NA,38,34,72,7,2,40,3,19,2,NA,2,0,2,17,0,31,2,0,1,0,6,5,NA,0,1,0,0,NA,4,69,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
