game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,posteam,down,togo,spot,context,play_id,tokens,desc,newcontext,play_type,clock,oob,first_down_with,score,away_score_post,home_score_post,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG08,"V,1,10,V08","16,2,135","RUSH:21,V11, TACK:31,92",G. Adams rush for 3 yards to the FG11 (N. Wenzelburger;T. Burkhardt).,"V,2,7,V11",rush,NA,0,NA,0,27,7,NA,16,V,FG,"PUNT,3,06:33,8","PUNT,3,04:29,14",3,6,2:04,PUNT,3,06:33,FG08,PUNT,3,04:29,FG14,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,7,FG11,"V,2,7,V11","16,3,136","PASS:6,C,82,V17 TACK:33,20",M. Johannknecht pass complete to H. Schwarz for 6 yards to the FG17 (B. Wenzler;D. Warren).,"V,3,1,V17",pass,NA,0,NA,0,27,7,NA,16,V,FG,"PUNT,3,06:33,8","PUNT,3,04:29,14",3,6,2:04,PUNT,3,06:33,FG08,PUNT,3,04:29,FG14,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,3,1,FG17,"V,3,1,V17","16,4,137","PASS:6,C,86,V14 TACK:33",M. Johannknecht pass complete to L. Regler for loss of 3 yards to the FG14 (B. Wenzler).,"V,4,4,V14",pass,NA,0,NA,0,27,7,NA,16,V,FG,"PUNT,3,06:33,8","PUNT,3,04:29,14",3,6,2:04,PUNT,3,06:33,FG08,PUNT,3,04:29,FG14,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,4,4,FG14,"V,4,4,V14","16,5,138","PUNT:62,V45",L. Hebel punt 31 yards to the FG45.,"H,1,10,V45",punt,NA,0,NA,0,27,7,NA,16,V,FG,"PUNT,3,06:33,8","PUNT,3,04:29,14",3,6,2:04,PUNT,3,06:33,FG08,PUNT,3,04:29,FG14,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG45,"H,1,10,V45","17,1,139",{DRIVE}:04:29,STUTTGART SURGE drive start at 04:29.,"H,1,10,V45",NA,04:29,0,NA,0,27,7,NA,17,H,SS,"PUNT,3,04:29,55","DOWNS,3,03:39,60",4,5,0:50,PUNT,3,04:29,FG45,DOWNS,3,03:39,FG40,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG45,"H,1,10,V45","17,2,140","PASS:6,I,4,*",J. Wright pass incomplete to A. Eitel.,"H,2,10,V45",pass,NA,0,NA,0,27,7,NA,17,H,SS,"PUNT,3,04:29,55","DOWNS,3,03:39,60",4,5,0:50,PUNT,3,04:29,FG45,DOWNS,3,03:39,FG40,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,10,FG45,"H,2,10,V45","17,3,141","RUSH:27,V40, TACK:40,46",S. Shannon rush for 5 yards to the FG40 (K. King;O. Ogbevoen).,"H,3,5,V40",rush,NA,0,NA,0,27,7,NA,17,H,SS,"PUNT,3,04:29,55","DOWNS,3,03:39,60",4,5,0:50,PUNT,3,04:29,FG45,DOWNS,3,03:39,FG40,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,3,5,FG40,"H,3,5,V40","17,4,142","PASS:6,I,14,*",J. Wright pass incomplete to L. Geyer.,"H,4,5,V40",pass,NA,0,NA,0,27,7,NA,17,H,SS,"PUNT,3,04:29,55","DOWNS,3,03:39,60",4,5,0:50,PUNT,3,04:29,FG45,DOWNS,3,03:39,FG40,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,4,5,FG40,"H,4,5,V40","17,5,143","PASS:6,I,5,*",J. Wright pass incomplete to D. Meza.,"V,1,10,V40",pass,NA,0,NA,0,27,7,NA,17,H,SS,"PUNT,3,04:29,55","DOWNS,3,03:39,60",4,5,0:50,PUNT,3,04:29,FG45,DOWNS,3,03:39,FG40,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG40,"V,1,10,V40","18,1,144",{DRIVE}:03:39,FRANKFURT GALAXY drive start at 03:39.,"V,1,10,V40",NA,03:39,0,NA,0,27,7,NA,18,V,FG,"DOWNS,3,03:39,40","TD,3,02:01,100",4,60,1:38,DOWNS,3,03:39,FG40,TD,3,02:01,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG40,"V,1,10,V40","18,2,145","RUSH:21,V44, TACK:48",G. Adams rush for 4 yards to the FG44 (T. Stickel).,"V,2,6,V44",rush,NA,0,NA,0,27,7,NA,18,V,FG,"DOWNS,3,03:39,40","TD,3,02:01,100",4,60,1:38,DOWNS,3,03:39,FG40,TD,3,02:01,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,6,FG44,"V,2,6,V44","18,3,146","PASS:6,C,13,H29 OB:","M. Johannknecht pass complete to M. Rutsch for 27 yards to the SS29, 1ST DOWN FG, out-of-bounds.","V,1,10,H29",pass,NA,1,pass,0,27,7,NA,18,V,FG,"DOWNS,3,03:39,40","TD,3,02:01,100",4,60,1:38,DOWNS,3,03:39,FG40,TD,3,02:01,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS29,"V,1,10,H29","18,4,147","PEN:H,RPS,A,99,H14,1","PENALTY SS RPS (S. Vardar) 15 yards to the SS14, 1ST DOWN FG.","V,1,10,H14",penalty,NA,0,penalty,0,27,7,NA,18,V,FG,"DOWNS,3,03:39,40","TD,3,02:01,100",4,60,1:38,DOWNS,3,03:39,FG40,TD,3,02:01,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS14,"V,1,10,H14","18,5,148","RUSH:22,H01, TACK:32","G. Ameln rush for 13 yards to the SS1, 1ST DOWN FG (J. Ludwig-M.).","V,1,0,H01",rush,NA,0,rush,0,27,7,NA,18,V,FG,"DOWNS,3,03:39,40","TD,3,02:01,100",4,60,1:38,DOWNS,3,03:39,FG40,TD,3,02:01,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,SS01,"V,1,0,H01","18,6,149","RUSH:6,H00, T:02:01","M. Johannknecht rush for 1 yard to the SS0, 1ST DOWN FG, TOUCHDOWN, clock 02:01.","V,1,10,H15",rush,02:01,0,rush,1,33,7,NA,18,V,FG,"DOWNS,3,03:39,40","TD,3,02:01,100",4,60,1:38,DOWNS,3,03:39,FG40,TD,3,02:01,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS15,"V,1,10,H15","18,7,150","PAT:K,15,M",M. Siemssen kick attempt failed.,"V,1,0,V35",pat,NA,0,NA,0,33,7,NA,18,V,FG,"DOWNS,3,03:39,40","TD,3,02:01,100",4,60,1:38,DOWNS,3,03:39,FG40,TD,3,02:01,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,FG35,"V,1,0,V35","18,8,151","KO:19,H03 RET:23,H17 TACK:28","N. Strahmann kickoff 62 yards to the SS3, M. Dabo return 14 yards to the SS17 (S. Otto).","H,1,10,H17",kick_off,NA,0,NA,0,33,7,NA,18,V,FG,"DOWNS,3,03:39,40","TD,3,02:01,100",4,60,1:38,DOWNS,3,03:39,FG40,TD,3,02:01,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS17,"H,1,10,H17","19,1,152",{DRIVE}:02:01,STUTTGART SURGE drive start at 02:01.,"H,1,10,H17",NA,02:01,0,NA,0,33,7,NA,19,H,SS,"KO,3,02:01,17","FUMB,4,13:30,50",7,33,3:31,KO,3,02:01,SS17,FUMB,4,13:30,SS50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS17,"H,1,10,H17","19,2,153","RUSH:27,H22, TACK:99",S. Shannon rush for 5 yards to the SS22 (K. Maier).,"H,2,5,H22",rush,NA,0,NA,0,33,7,NA,19,H,SS,"KO,3,02:01,17","FUMB,4,13:30,50",7,33,3:31,KO,3,02:01,SS17,FUMB,4,13:30,SS50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,5,SS22,"H,2,5,H22","19,3,154","PASS:6,C,5,H32 TACK:23,14","J. Wright pass complete to D. Meza for 10 yards to the SS32, 1ST DOWN SS (D. Cooper;J. Poznanski).","H,1,10,H32",pass,NA,0,pass,0,33,7,NA,19,H,SS,"KO,3,02:01,17","FUMB,4,13:30,50",7,33,3:31,KO,3,02:01,SS17,FUMB,4,13:30,SS50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS32,"H,1,10,H32","19,4,155","RUSH:6,H34, TACK:90",J. Wright rush for 2 yards to the SS34 (M. Hor).,"H,2,8,H34",rush,NA,0,NA,0,33,7,NA,19,H,SS,"KO,3,02:01,17","FUMB,4,13:30,50",7,33,3:31,KO,3,02:01,SS17,FUMB,4,13:30,SS50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,8,SS34,"H,2,8,H34","19,5,156",Q:4 T:15:00,"Start of 4th quarter, clock 15:00.","H,2,8,H34",NA,15:00,0,NA,0,33,7,NA,19,H,SS,"KO,3,02:01,17","FUMB,4,13:30,50",7,33,3:31,KO,3,02:01,SS17,FUMB,4,13:30,SS50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,8,SS34,"H,2,8,H34","19,6,157","PASS:6,C,12,H45 TACK:56","J. Wright pass complete to F. Latour for 11 yards to the SS45, 1ST DOWN SS (S. Silva Gomez).","H,1,10,H45",pass,NA,0,pass,0,33,7,NA,19,H,SS,"KO,3,02:01,17","FUMB,4,13:30,50",7,33,3:31,KO,3,02:01,SS17,FUMB,4,13:30,SS50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS45,"H,1,10,H45","19,7,158","RUSH:27,H44, TACK:55,97",S. Shannon rush for loss of 1 yard to the SS44 (V. Valasti;W. Drew).,"H,2,11,H44",rush,NA,0,NA,0,33,7,NA,19,H,SS,"KO,3,02:01,17","FUMB,4,13:30,50",7,33,3:31,KO,3,02:01,SS17,FUMB,4,13:30,SS50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,11,SS44,"H,2,11,H44","19,8,159","PASS:6,C,18,V48 TACK:25",J. Wright pass complete to P. Steigerwald for 8 yards to the FG48 (B. Barnes).,"H,3,3,V48",pass,NA,0,NA,0,33,7,NA,19,H,SS,"KO,3,02:01,17","FUMB,4,13:30,50",7,33,3:31,KO,3,02:01,SS17,FUMB,4,13:30,SS50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,3,3,FG48,"H,3,3,V48","19,9,160","RUSH:6,V45, FORCE:14 FUMB:V,V50,41","J. Wright rush for 3 yards to the FG45, fumble forced by J. Poznanski, fumble by J. Wright recovered by FG S. Gauthier at 50 yardline.","V,1,10,V50",rush,NA,0,NA,0,33,7,F,19,H,SS,"KO,3,02:01,17","FUMB,4,13:30,50",7,33,3:31,KO,3,02:01,SS17,FUMB,4,13:30,SS50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG50,"V,1,10,V50","20,1,161",{DRIVE}:13:30,FRANKFURT GALAXY drive start at 13:30.,"V,1,10,V50",NA,13:30,0,NA,0,33,7,NA,20,V,FG,"FUMB,4,13:30,50","FG,4,10:20,85",7,35,3:10,FUMB,4,13:30,FG50,FG,4,10:20,SS15,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG50,"V,1,10,V50","20,2,162","RUSH:22,H39, TACK:45,21","G. Ameln rush for 11 yards to the SS39, 1ST DOWN FG (N. Hamulic;J. Jakob).","V,1,10,H39",rush,NA,0,rush,0,33,7,NA,20,V,FG,"FUMB,4,13:30,50","FG,4,10:20,85",7,35,3:10,FUMB,4,13:30,FG50,FG,4,10:20,SS15,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS39,"V,1,10,H39","20,3,163","RUSH:6,H31, TACK:45,55",M. Johannknecht rush for 8 yards to the SS31 (N. Hamulic;D. Gratza).,"V,2,2,H31",rush,NA,0,NA,0,33,7,NA,20,V,FG,"FUMB,4,13:30,50","FG,4,10:20,85",7,35,3:10,FUMB,4,13:30,FG50,FG,4,10:20,SS15,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,2,SS31,"V,2,2,H31","20,4,164","PASS:6,C,19,H19 TACK:21,14","M. Johannknecht pass complete to N. Strahmann for 12 yards to the SS19, 1ST DOWN FG (J. Jakob;L. Geyer).","V,1,10,H19",pass,NA,0,pass,0,33,7,NA,20,V,FG,"FUMB,4,13:30,50","FG,4,10:20,85",7,35,3:10,FUMB,4,13:30,FG50,FG,4,10:20,SS15,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS19,"V,1,10,H19","20,5,165","PASS:6,C,19,H16 TACK:30",M. Johannknecht pass complete to N. Strahmann for 3 yards to the SS16 (T. Becker).,"V,2,7,H16",pass,NA,0,NA,0,33,7,NA,20,V,FG,"FUMB,4,13:30,50","FG,4,10:20,85",7,35,3:10,FUMB,4,13:30,FG50,FG,4,10:20,SS15,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,7,SS16,"V,2,7,H16","20,6,166","PASS:6,I,22,*",M. Johannknecht pass incomplete to G. Ameln.,"V,3,7,H16",pass,NA,0,NA,0,33,7,NA,20,V,FG,"FUMB,4,13:30,50","FG,4,10:20,85",7,35,3:10,FUMB,4,13:30,FG50,FG,4,10:20,SS15,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,3,7,SS16,"V,3,7,H16","20,7,167","RUSH:6,H15, TACK:20",M. Johannknecht rush for 1 yard to the SS15 (D. Warren).,"V,4,6,H15",rush,NA,0,NA,0,33,7,NA,20,V,FG,"FUMB,4,13:30,50","FG,4,10:20,85",7,35,3:10,FUMB,4,13:30,FG50,FG,4,10:20,SS15,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,4,6,SS15,"V,4,6,H15","20,8,168","FGA:15,32,G T:10:20","M. Siemssen field goal attempt from 32 GOOD, clock 10:20.","V,1,0,V35",field_goal,10:20,0,NA,1,36,7,NA,20,V,FG,"FUMB,4,13:30,50","FG,4,10:20,85",7,35,3:10,FUMB,4,13:30,FG50,FG,4,10:20,SS15,1
