game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,posteam,down,togo,spot,context,play_id,tokens,desc,newcontext,play_type,clock,oob,first_down_with,score,away_score_post,home_score_post,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,FG35,"V,1,0,V35","20,9,169","KO:19,H03 RET:27,H25 TACK:56","N. Strahmann kickoff 62 yards to the SS3, S. Shannon return 22 yards to the SS25 (S. Silva Gomez).","H,1,10,H25",kick_off,NA,0,NA,0,36,7,NA,20,V,FG,"FUMB,4,13:30,50","FG,4,10:20,85",7,35,3:10,FUMB,4,13:30,FG50,FG,4,10:20,SS15,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS25,"H,1,10,H25","21,1,170",{DRIVE}:10:20,STUTTGART SURGE drive start at 10:20.,"H,1,10,H25",NA,10:20,0,NA,0,36,7,NA,21,H,SS,"KO,4,10:20,25","TD,4,08:19,100",5,75,2:01,KO,4,10:20,SS25,TD,4,08:19,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS25,"H,1,10,H25","21,2,171","PASS:6,C,88,V41, TACK:57,28","J. Wright pass complete to M. Pludra for 34 yards to the FG41, 1ST DOWN SS (M. Krauss;S. Otto).","H,1,10,V41",pass,NA,0,pass,0,36,7,NA,21,H,SS,"KO,4,10:20,25","TD,4,08:19,100",5,75,2:01,KO,4,10:20,SS25,TD,4,08:19,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG41,"H,1,10,V41","21,3,172","PASS:6,I,18,*",J. Wright pass incomplete to P. Steigerwald.,"H,2,10,V41",pass,NA,0,NA,0,36,7,NA,21,H,SS,"KO,4,10:20,25","TD,4,08:19,100",5,75,2:01,KO,4,10:20,SS25,TD,4,08:19,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,10,FG41,"H,2,10,V41","21,4,173","PEN:V,PF,A,25,V26,1","PENALTY FG personal foul (B. Barnes) 15 yards to the FG26, 1ST DOWN SS.","H,1,10,V26",penalty,NA,0,penalty,0,36,7,NA,21,H,SS,"KO,4,10:20,25","TD,4,08:19,100",5,75,2:01,KO,4,10:20,SS25,TD,4,08:19,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG26,"H,1,10,V26","21,5,174","RUSH:6,V23, TACK:90",J. Wright rush for 3 yards to the FG23 (M. Hor).,"H,2,7,V23",rush,NA,0,NA,0,36,7,NA,21,H,SS,"KO,4,10:20,25","TD,4,08:19,100",5,75,2:01,KO,4,10:20,SS25,TD,4,08:19,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,7,FG23,"H,2,7,V23","21,6,175","PASS:6,C,5,V01 TACK:25","J. Wright pass complete to D. Meza for 22 yards to the FG1, 1ST DOWN SS (B. Barnes).","H,1,0,V01",pass,NA,0,pass,0,36,7,NA,21,H,SS,"KO,4,10:20,25","TD,4,08:19,100",5,75,2:01,KO,4,10:20,SS25,TD,4,08:19,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,0,FG01,"H,1,0,V01","21,7,176","RUSH:6,V00, T:08:19","J. Wright rush for 1 yard to the FG0, 1ST DOWN SS, TOUCHDOWN, clock 08:19.","H,1,10,V15",rush,08:19,0,rush,1,36,13,NA,21,H,SS,"KO,4,10:20,25","TD,4,08:19,100",5,75,2:01,KO,4,10:20,SS25,TD,4,08:19,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG15,"H,1,10,V15","21,8,177","PAT:K,3,G",T. Bronn kick attempt good.,"H,1,0,H35",pat,NA,0,NA,1,36,14,NA,21,H,SS,"KO,4,10:20,25","TD,4,08:19,100",5,75,2:01,KO,4,10:20,SS25,TD,4,08:19,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,0,SS35,"H,1,0,H35","21,9,178","KO:3,V00 RET:10,V25 TACK:21","T. Bronn kickoff 65 yards to the FG0, O. Williams return 25 yards to the FG25 (J. Jakob).","V,1,10,V25",kick_off,NA,0,NA,0,36,14,NA,21,H,SS,"KO,4,10:20,25","TD,4,08:19,100",5,75,2:01,KO,4,10:20,SS25,TD,4,08:19,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG25,"V,1,10,V25","22,1,179",{DRIVE}:08:19,FRANKFURT GALAXY drive start at 08:19.,"V,1,10,V25",NA,08:19,0,NA,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG25,"V,1,10,V25","22,2,180","PASS:7,C,13,H40 TACK:8","J. Sullivan pass complete to M. Rutsch for 35 yards to the SS40, 1ST DOWN FG (V. Ferrier).","V,1,10,H40",pass,NA,0,pass,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS40,"V,1,10,H40","22,3,181","PASS:7,C,15,H38 TACK:20",J. Sullivan pass complete to M. Siemssen for 2 yards to the SS38 (D. Warren).,"V,2,8,H38",pass,NA,0,NA,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,8,SS38,"V,2,8,H38","22,4,182","PASS:7,I,17,*",J. Sullivan pass incomplete to N. Schoen.,"V,3,8,H38",pass,NA,0,NA,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,3,8,SS38,"V,3,8,H38","22,5,183","PASS:7,C,81,H25 TACK:48","J. Sullivan pass complete to N. Bomba for 13 yards to the SS25, 1ST DOWN FG (T. Stickel).","V,1,10,H25",pass,NA,0,pass,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS25,"V,1,10,H25","22,6,184","RUSH:22,H20, TACK:20",G. Ameln rush for 5 yards to the SS20 (D. Warren).,"V,2,5,H20",rush,NA,0,NA,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,5,SS20,"V,2,5,H20","22,7,185","RUSH:22,H10, OB:","G. Ameln rush for 10 yards to the SS10, 1ST DOWN FG, out-of-bounds.","V,1,0,H10",rush,NA,1,rush,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,SS10,"V,1,0,H10","22,8,186","PASS:7,I,15,* PEN:V,OPI,A,85,H20,N NOPLAY:","J. Sullivan pass incomplete to M. Siemssen, PENALTY FG OPI (M. Hachenberg) 10 yards to the SS20, NO PLAY.","V,1,0,H20",penalty,NA,0,NA,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,SS20,"V,1,0,H20","22,9,187","RUSH:22,H12, TACK:99,8",G. Ameln rush for 8 yards to the SS12 (S. Vardar;V. Ferrier).,"V,2,0,H12",rush,NA,0,NA,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,0,SS12,"V,2,0,H12","22,10,188",TOUT:V T:04:12,"Timeout Frankfurt Galaxy, clock 04:12.","V,2,0,H12",NA,04:12,0,NA,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,0,SS12,"V,2,0,H12","22,11,189","RUSH:22,H16, TACK:21 PEN:V,OFH,D","G. Ameln rush for loss of 4 yards to the SS16 (J. Jakob), PENALTY FG OFH declined.","V,3,0,H16",rush,NA,0,NA,0,36,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,3,0,SS16,"V,3,0,H16","22,12,190","RUSH:22,H00, T:03:35","G. Ameln rush for 16 yards to the SS0, 1ST DOWN FG, TOUCHDOWN, clock 03:35.","V,1,10,H15",rush,03:35,0,rush,1,42,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS15,"V,1,10,H15","22,13,191","PAT:K,15,M",M. Siemssen kick attempt failed.,"V,1,0,V35",pat,NA,0,NA,0,42,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,FG35,"V,1,0,V35","22,14,192","KO:19,H00 TB:","N. Strahmann kickoff 65 yards to the SS0, touchback.","H,1,10,H25",kick_off,NA,0,NA,0,42,14,NA,22,V,FG,"KO,4,08:19,25","TD,4,03:35,100",9,75,4:44,KO,4,08:19,FG25,TD,4,03:35,SS00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS25,"H,1,10,H25","23,1,193",{DRIVE}:03:32,STUTTGART SURGE drive start at 03:32.,"H,1,10,H25",NA,03:32,0,NA,0,42,14,NA,23,H,SS,"KO,4,03:32,25","TD,4,01:55,100",4,75,1:37,KO,4,03:32,SS25,TD,4,01:55,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS25,"H,1,10,H25","23,2,194","RUSH:7,H23, TACK:95",T. Edel rush for loss of 2 yards to the SS23 (M. Konya).,"H,2,12,H23",rush,NA,0,NA,0,42,14,NA,23,H,SS,"KO,4,03:32,25","TD,4,01:55,100",4,75,1:37,KO,4,03:32,SS25,TD,4,01:55,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,12,SS23,"H,2,12,H23","23,3,195","PASS:6,C,87,H43 TACK:28 PEN:V,RPS,A,28,V42,1","J. Wright pass complete to D. Rofalski for 20 yards to the SS43, 1ST DOWN SS (S. Otto), PENALTY FG RPS (S. Otto) 15 yards to the FG42, 1ST DOWN SS.","H,1,10,V42",pass,NA,0,pass,0,42,14,NA,23,H,SS,"KO,4,03:32,25","TD,4,01:55,100",4,75,1:37,KO,4,03:32,SS25,TD,4,01:55,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG42,"H,1,10,V42","23,4,196","D:1,10 PASS:6,C,17,V23 TACK:14 PEN:V,UOH,A,14,V12,1","1st and 10, J. Wright pass complete to P. Floeser for 19 yards to the FG23, 1ST DOWN SS (J. Poznanski), PENALTY FG UOH (J. Poznanski) 11 yards to the FG12, 1ST DOWN SS.","H,1,10,V12",pass,NA,0,pass,0,42,14,NA,23,H,SS,"KO,4,03:32,25","TD,4,01:55,100",4,75,1:37,KO,4,03:32,SS25,TD,4,01:55,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG12,"H,1,10,V12","23,5,197","PASS:6,C,4,V00 T:01:55 PAT:K,3,M","J. Wright pass complete to A. Eitel for 12 yards to the FG0, 1ST DOWN SS, TOUCHDOWN, clock 01:55, T. Bronn kick attempt failed.","H,1,0,H35",pat,01:55,0,pass,1,42,20,NA,23,H,SS,"KO,4,03:32,25","TD,4,01:55,100",4,75,1:37,KO,4,03:32,SS25,TD,4,01:55,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,0,SS35,"H,1,0,H35","23,6,198","KO:3,V01 RET:10,V37 TACK:30","T. Bronn kickoff 64 yards to the FG1, O. Williams return 36 yards to the FG37 (T. Becker).","V,1,10,V37",kick_off,NA,0,NA,0,42,20,NA,23,H,SS,"KO,4,03:32,25","TD,4,01:55,100",4,75,1:37,KO,4,03:32,SS25,TD,4,01:55,FG00,1
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG37,"V,1,10,V37","24,1,199","{DRIVE}:01:55 SPOT:V,V37,Y","FRANKFURT GALAXY drive start at 01:55, FG ball on FG37.","V,1,10,V37",NA,01:55,0,NA,0,42,20,NA,24,V,FG,"KO,4,01:55,37","HALF,4,00:00,50",3,13,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG37,"V,1,10,V37","24,2,200","RUSH:22,V41, TACK:92 PEN:V,UOH,A,85,V26,N","G. Ameln rush for 4 yards to the FG41 (T. Burkhardt), PENALTY FG UOH (M. Hachenberg) 15 yards to the FG26.","V,1,21,V26",rush,NA,0,NA,0,42,20,NA,24,V,FG,"KO,4,01:55,37","HALF,4,00:00,50",3,13,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,21,FG26,"V,1,21,V26","24,3,201","RUSH:22,V33, TACK:20",G. Ameln rush for 7 yards to the FG33 (D. Warren).,"V,2,14,V33",rush,NA,0,NA,0,42,20,NA,24,V,FG,"KO,4,01:55,37","HALF,4,00:00,50",3,13,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,14,FG33,"V,2,14,V33","24,4,202","RUSH:22,V50, TACK:32","G. Ameln rush for 17 yards to the 50 yardline, 1ST DOWN FG (J. Ludwig-M.).","V,1,10,V50",rush,NA,0,rush,0,42,20,NA,24,V,FG,"KO,4,01:55,37","HALF,4,00:00,50",3,13,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG50,NA
2021_02_FG_SS,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG50,"V,1,10,V50","24,5,203",HALF: T:00:00,"End of game, clock 00:00.","V,1,10,V50",NA,00:00,0,NA,0,42,20,NA,24,V,FG,"KO,4,01:55,37","HALF,4,00:00,50",3,13,1:55,KO,4,01:55,FG37,HALF,4,00:00,FG50,NA
