game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,posteam,down,togo,spot,context,play_id,tokens,desc,newcontext,play_type,clock,first_down_with,score,away_score_post,home_score_post,turnover,oob,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC35,"V,1,10,V35","0,1,0",CMT:Cointoss,Cointoss,"V,1,10,V35",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC35,"V,1,10,V35","0,2,1","SPOT:H,H35,N",LK ball on LK35.,"H,1,10,H35",NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,LK35,"H,1,10,H35","0,3,2","KO:18,V02 RET:1,H35","M. Ulbrich kickoff 63 yards to the CC2, Q. Pounds return 63 yards to the LK35.","V,1,10,H35",kick_off,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,LK35,"V,1,10,H35","1,1,3","PASS:12,I,14,* BRUP:8",J. Weinreich pass incomplete to R. Akhlaghi (A. Jalloh).,"V,2,10,H35",pass,NA,NA,0,0,0,NA,0,1,V,CC,"KO,1,15:00,65","DOWNS,1,13:25,68",4,3,1:35,KO,1,15:00,LK35,DOWNS,1,13:25,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,10,LK35,"V,2,10,H35","1,2,4","RUSH:28,H36, TACK:41,8",M. London rush for loss of 1 yard to the LK36 (41;A. Jalloh).,"V,3,11,H36",rush,NA,NA,0,0,0,NA,0,1,V,CC,"KO,1,15:00,65","DOWNS,1,13:25,68",4,3,1:35,KO,1,15:00,LK35,DOWNS,1,13:25,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,3,11,LK36,"V,3,11,H36","1,3,5",TOUT:V T:14:45,"Timeout Cologne Centurions, clock 14:45.","V,3,11,H36",NA,14:45,NA,0,0,0,NA,0,1,V,CC,"KO,1,15:00,65","DOWNS,1,13:25,68",4,3,1:35,KO,1,15:00,LK35,DOWNS,1,13:25,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,3,11,LK36,"V,3,11,H36","1,4,6","PASS:12,C,1,H32 TACK:21",J. Weinreich pass complete to Q. Pounds for 4 yards to the LK32 (D. Docal).,"V,4,7,H32",pass,NA,NA,0,0,0,NA,0,1,V,CC,"KO,1,15:00,65","DOWNS,1,13:25,68",4,3,1:35,KO,1,15:00,LK35,DOWNS,1,13:25,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,4,7,LK32,"V,4,7,H32","1,5,7","PASS:12,I,81,* PEN:V,HO,D","J. Weinreich pass incomplete to V. Roediger, PENALTY CC holding declined.","H,1,10,H32",pass,NA,NA,0,0,0,NA,0,1,V,CC,"KO,1,15:00,65","DOWNS,1,13:25,68",4,3,1:35,KO,1,15:00,LK35,DOWNS,1,13:25,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,LK32,"H,1,10,H32","2,1,8",{DRIVE}:13:25,LEIPZIG KINGS drive start at 13:25.,"H,1,10,H32",NA,13:25,NA,0,0,0,NA,0,2,H,LK,"DOWNS,1,13:25,32","TD,1,13:20,100",1,68,0:05,DOWNS,1,13:25,LK32,TD,1,13:20,CC00,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,LK32,"H,1,10,H32","2,2,9","PASS:12,C,8,V00 T:13:20 PAT:K,18,G","J. Awini pass complete to A. Jalloh for 68 yards to the CC0, 1ST DOWN LK, TOUCHDOWN, clock 13:20, M. Ulbrich kick attempt good.","H,1,0,H35",pat,13:20,pass,1,0,7,NA,0,2,H,LK,"DOWNS,1,13:25,32","TD,1,13:20,100",1,68,0:05,DOWNS,1,13:25,LK32,TD,1,13:20,CC00,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,0,LK35,"H,1,0,H35","2,3,10","KO:18,V37 FC:1","M. Ulbrich kickoff 28 yards to the CC37, fair catch by Q. Pounds.","V,1,10,V37",kick_off,NA,NA,0,0,7,NA,0,2,H,LK,"DOWNS,1,13:25,32","TD,1,13:20,100",1,68,0:05,DOWNS,1,13:25,LK32,TD,1,13:20,CC00,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC37,"V,1,10,V37","3,1,11",{DRIVE}:13:20,COLOGNE CENTURIONS drive start at 13:20.,"V,1,10,V37",NA,13:20,NA,0,0,7,NA,0,3,V,CC,"KO,1,13:20,37","TD,1,12:04,100",3,63,1:16,KO,1,13:20,CC37,TD,1,12:04,LK00,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC37,"V,1,10,V37","3,2,12","RUSH:28,V41, TACK:45",M. London rush for 4 yards to the CC41 (K. Kitchens).,"V,2,6,V41",rush,NA,NA,0,0,7,NA,0,3,V,CC,"KO,1,13:20,37","TD,1,12:04,100",3,63,1:16,KO,1,13:20,CC37,TD,1,12:04,LK00,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,6,CC41,"V,2,6,V41","3,3,13","RUSH:28,V50, TACK:8,50","M. London rush for 9 yards to the 50 yardline, 1ST DOWN CC (A. Jalloh;50).","V,1,10,V50",rush,NA,rush,0,0,7,NA,0,3,V,CC,"KO,1,13:20,37","TD,1,12:04,100",3,63,1:16,KO,1,13:20,CC37,TD,1,12:04,LK00,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC50,"V,1,10,V50","3,4,14","PASS:12,C,1,H00 T:12:04 PAT:K,2,G","J. Weinreich pass complete to Q. Pounds for 50 yards to the LK0, 1ST DOWN CC, TOUCHDOWN, clock 12:04, D. Schuhmacher kick attempt good.","V,1,0,V35",pat,12:04,pass,1,7,7,NA,0,3,V,CC,"KO,1,13:20,37","TD,1,12:04,100",3,63,1:16,KO,1,13:20,CC37,TD,1,12:04,LK00,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,0,CC35,"V,1,0,V35","3,5,15","KO:2,H11 RET:8,H17 TACK:21","D. Schuhmacher kickoff 54 yards to the LK11, A. Jalloh return 6 yards to the LK17 (R. Hanssen).","H,1,10,H17",kick_off,NA,NA,0,7,7,NA,0,3,V,CC,"KO,1,13:20,37","TD,1,12:04,100",3,63,1:16,KO,1,13:20,CC37,TD,1,12:04,LK00,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,LK17,"H,1,10,H17","4,1,16",{DRIVE}:12:00,LEIPZIG KINGS drive start at 12:00.,"H,1,10,H17",NA,12:00,NA,0,7,7,NA,0,4,H,LK,"KO,1,12:00,17","PUNT,1,11:00,32",4,15,1:00,KO,1,12:00,LK17,PUNT,1,11:00,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,LK17,"H,1,10,H17","4,2,17","RUSH:12,H29, TACK:91","J. Awini rush for 12 yards to the LK29, 1ST DOWN LK (R. Sellung).","H,1,10,H29",rush,NA,rush,0,7,7,NA,0,4,H,LK,"KO,1,12:00,17","PUNT,1,11:00,32",4,15,1:00,KO,1,12:00,LK17,PUNT,1,11:00,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,LK29,"H,1,10,H29","4,3,18","RUSH:2,H32, TACK:91",J. Aguemon rush for 3 yards to the LK32 (R. Sellung).,"H,2,7,H32",rush,NA,NA,0,7,7,NA,0,4,H,LK,"KO,1,12:00,17","PUNT,1,11:00,32",4,15,1:00,KO,1,12:00,LK17,PUNT,1,11:00,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,2,7,LK32,"H,2,7,H32","4,4,19","PASS:12,I,6,*",J. Awini pass incomplete to T. Knuettel.,"H,3,7,H32",pass,NA,NA,0,7,7,NA,0,4,H,LK,"KO,1,12:00,17","PUNT,1,11:00,32",4,15,1:00,KO,1,12:00,LK17,PUNT,1,11:00,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,3,7,LK32,"H,3,7,H32","4,5,20","PASS:12,I,1,*",J. Awini pass incomplete to J. Templar.,"H,4,7,H32",pass,NA,NA,0,7,7,NA,0,4,H,LK,"KO,1,12:00,17","PUNT,1,11:00,32",4,15,1:00,KO,1,12:00,LK17,PUNT,1,11:00,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,4,7,LK32,"H,4,7,H32","4,6,21","PUNT:1,V33 RET:1,V37","J. Templar punt 35 yards to the CC33, Q. Pounds return 4 yards to the CC37.","V,1,10,V37",punt,NA,NA,0,7,7,NA,0,4,H,LK,"KO,1,12:00,17","PUNT,1,11:00,32",4,15,1:00,KO,1,12:00,LK17,PUNT,1,11:00,LK32,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC37,"V,1,10,V37","5,1,22",{DRIVE}:11:00,COLOGNE CENTURIONS drive start at 11:00.,"V,1,10,V37",NA,11:00,NA,0,7,7,NA,0,5,V,CC,"PUNT,1,11:00,37","FUMB,1,09:03,54",4,17,1:57,PUNT,1,11:00,CC37,FUMB,1,09:03,LK46,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC37,"V,1,10,V37","5,2,23","RUSH:28,V44, TACK:41",M. London rush for 7 yards to the CC44 (41).,"V,2,3,V44",rush,NA,NA,0,7,7,NA,0,5,V,CC,"PUNT,1,11:00,37","FUMB,1,09:03,54",4,17,1:57,PUNT,1,11:00,CC37,FUMB,1,09:03,LK46,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,3,CC44,"V,2,3,V44","5,3,24","RUSH:28,H49, TACK:41,8","M. London rush for 7 yards to the LK49, 1ST DOWN CC (41;A. Jalloh).","V,1,10,H49",rush,NA,rush,0,7,7,NA,0,5,V,CC,"PUNT,1,11:00,37","FUMB,1,09:03,54",4,17,1:57,PUNT,1,11:00,CC37,FUMB,1,09:03,LK46,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,LK49,"V,1,10,H49","5,4,25","PASS:12,I,10,*",J. Weinreich pass incomplete to J. Schlesinger.,"V,2,10,H49",pass,NA,NA,0,7,7,NA,0,5,V,CC,"PUNT,1,11:00,37","FUMB,1,09:03,54",4,17,1:57,PUNT,1,11:00,CC37,FUMB,1,09:03,LK46,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,10,LK49,"V,2,10,H49","5,5,26","RUSH:28,H49, FORCE:45 FUMB:H,H46,99","M. London rush for no gain to the LK49, fumble forced by K. Kitchens, fumble by M. London recovered by LK V. Buffet at LK46.","H,1,10,H46",rush,NA,NA,0,7,7,F,0,5,V,CC,"PUNT,1,11:00,37","FUMB,1,09:03,54",4,17,1:57,PUNT,1,11:00,CC37,FUMB,1,09:03,LK46,NA
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,LK46,"H,1,10,H46","6,1,27",{DRIVE}:09:03,LEIPZIG KINGS drive start at 09:03.,"H,1,10,H46",NA,09:03,NA,0,7,7,NA,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,LK46,"H,1,10,H46","6,2,28","RUSH:2,V49, TACK:91",J. Aguemon rush for 5 yards to the CC49 (R. Sellung).,"H,2,5,V49",rush,NA,NA,0,7,7,NA,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,2,5,CC49,"H,2,5,V49","6,3,29","PASS:12,C,11,V34 TACK:30,44","J. Awini pass complete to A. Dable-Wolf for 15 yards to the CC34, 1ST DOWN LK (M. Mbaye;M. Kensy).","H,1,10,V34",pass,NA,pass,0,7,7,NA,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC34,"H,1,10,V34","6,4,30","PASS:12,C,8,V29 PEN:V,HO,A,TM,V29,1","J. Awini pass complete to A. Jalloh for 5 yards to the CC29, PENALTY CC holding 0 yards to the CC29, 1ST DOWN LK.","H,1,10,V29",pass,NA,penalty,0,7,7,NA,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC29,"H,1,10,V29","6,5,31","D:1,10",1st and 10.,"H,1,10,V29",NA,NA,NA,0,7,7,NA,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC29,"H,1,10,V29","6,6,32","PASS:12,C,1,V14 PEN:V,HO,D","J. Awini pass complete to J. Templar for 15 yards to the CC14, 1ST DOWN LK, PENALTY CC holding declined.","H,1,10,V14",pass,NA,pass,0,7,7,NA,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,LK,1,10,CC14,"H,1,10,V14","6,7,33","PASS:12,S,TM,V14 SACK:52 FUMB:V,V14,3","J. Awini sacked for no gain to the CC14 (A. Boes), fumble by TEAM recovered by CC F. Durojaiye at CC14.","V,1,10,V14",pass,NA,NA,0,7,7,F,0,6,H,LK,"FUMB,1,09:03,46","FUMB,1,07:29,86",5,40,1:34,FUMB,1,09:03,LK46,FUMB,1,07:29,CC14,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC14,"V,1,10,V14","7,1,34",{DRIVE}:07:29,COLOGNE CENTURIONS drive start at 07:29.,"V,1,10,V14",NA,07:29,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC14,"V,1,10,V14","7,2,35","PASS:12,C,11,V26 TACK:21","J. Weinreich pass complete to N. Aarass for 12 yards to the CC26, 1ST DOWN CC (D. Docal).","V,1,10,V26",pass,NA,pass,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC26,"V,1,10,V26","7,3,36","RUSH:28,V29, TACK:99",M. London rush for 3 yards to the CC29 (V. Buffet).,"V,2,7,V29",rush,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,7,CC29,"V,2,7,V29","7,4,37","RUSH:28,V38, TACK:8,21","M. London rush for 9 yards to the CC38, 1ST DOWN CC (A. Jalloh;D. Docal).","V,1,10,V38",rush,NA,rush,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,CC38,"V,1,10,V38","7,5,38","PASS:12,I,14,*",J. Weinreich pass incomplete to R. Akhlaghi.,"V,2,10,V38",pass,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,2,10,CC38,"V,2,10,V38","7,6,39","RUSH:28,V45, TACK:45,50",M. London rush for 7 yards to the CC45 (K. Kitchens;50).,"V,3,3,V45",rush,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,3,3,CC45,"V,3,3,V45","7,7,40","PASS:12,C,1,H43 TACK:50","J. Weinreich pass complete to Q. Pounds for 12 yards to the LK43, 1ST DOWN CC (50).","V,1,10,H43",pass,NA,pass,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
2021_03_CC_LK,CC,LK,Cologne Centurions,Leipzig Kings,7/5/2021,Leipzig,Alfred-K.-Sportpark,15:00,NA,Y,-,0,NA,NA,NA,CC,1,10,LK43,"V,1,10,H43","7,8,41","RUSH:28,H39, TACK:45",M. London rush for 4 yards to the LK39 (K. Kitchens).,"V,2,6,H39",rush,NA,NA,0,7,7,NA,0,7,V,CC,"FUMB,1,07:29,14","TD,1,07:14,100",12,86,0:15,FUMB,1,07:29,CC14,TD,1,07:14,LK00,1
